ReportGroup,GamingDate,Total HeadCount
SW Property Total,2024-04-01 00:00:00.000,9753
SW Property Total,2024-04-02 00:00:00.000,8964
SW Property Total,2024-04-03 00:00:00.000,8873
SW Property Total,2024-04-04 00:00:00.000,11134
SW Property Total,2024-04-05 00:00:00.000,10492
SW Property Total,2024-04-06 00:00:00.000,9362
SW Property Total,2024-04-07 00:00:00.000,8683
SW Property Total,2024-04-08 00:00:00.000,9611
SW Property Total,2024-04-09 00:00:00.000,10811
SW Property Total,2024-04-10 00:00:00.000,11532
SW Property Total,2024-04-11 00:00:00.000,11200
SW Property Total,2024-04-12 00:00:00.000,11995
SW Property Total,2024-04-13 00:00:00.000,12796
SW Property Total,2024-04-14 00:00:00.000,11198
SW Property Total,2024-04-15 00:00:00.000,11785
SW Property Total,2024-04-16 00:00:00.000,11990
SW Property Total,2024-04-17 00:00:00.000,12183
SW Property Total,2024-04-18 00:00:00.000,11025
SW Property Total,2024-04-19 00:00:00.000,11640
SW Property Total,2024-04-20 00:00:00.000,12187
SW Property Total,2024-04-21 00:00:00.000,10234
SW Property Total,2024-04-22 00:00:00.000,11334
SW Property Total,2024-04-23 00:00:00.000,10696
SW Property Total,2024-04-24 00:00:00.000,11657
SW Property Total,2024-04-25 00:00:00.000,11006
SW Property Total,2024-04-26 00:00:00.000,11051
SW Property Total,2024-04-27 00:00:00.000,11349
SW Property Total,2024-04-28 00:00:00.000,10363
SW Property Total,2024-04-29 00:00:00.000,10968
SW Property Total,2024-04-30 00:00:00.000,11446
SW Property Total,2024-05-01 00:00:00.000,13148
SW Property Total,2024-05-02 00:00:00.000,13507
SW Property Total,2024-05-03 00:00:00.000,13656
SW Property Total,2024-05-04 00:00:00.000,11170
SW Property Total,2024-05-05 00:00:00.000,9880
SW Property Total,2024-05-06 00:00:00.000,9658
SW Property Total,2024-05-07 00:00:00.000,10239
SW Property Total,2024-05-08 00:00:00.000,10666
SW Property Total,2024-05-09 00:00:00.000,11760
SW Property Total,2024-05-10 00:00:00.000,12318
SW Property Total,2024-05-11 00:00:00.000,13086
SW Property Total,2024-05-12 00:00:00.000,12080
SW Property Total,2024-05-13 00:00:00.000,11837
SW Property Total,2024-05-14 00:00:00.000,12117
SW Property Total,2024-05-15 00:00:00.000,11056
SW Property Total,2024-05-16 00:00:00.000,12612
SW Property Total,2024-05-17 00:00:00.000,12698
SW Property Total,2024-05-18 00:00:00.000,13608
SW Property Total,2024-05-19 00:00:00.000,11751
SW Property Total,2024-05-20 00:00:00.000,11159
SW Property Total,2024-05-21 00:00:00.000,13142
SW Property Total,2024-05-22 00:00:00.000,12121
SW Property Total,2024-05-23 00:00:00.000,11944
SW Property Total,2024-05-24 00:00:00.000,11946
SW Property Total,2024-05-25 00:00:00.000,13138
SW Property Total,2024-05-26 00:00:00.000,12423
SW Property Total,2024-05-27 00:00:00.000,12683
SW Property Total,2024-05-28 00:00:00.000,11801
SW Property Total,2024-05-29 00:00:00.000,11393
SW Property Total,2024-05-30 00:00:00.000,10830
SW Property Total,2024-05-31 00:00:00.000,10927
SW Property Total,2024-06-01 00:00:00.000,10916
SW Property Total,2024-06-02 00:00:00.000,11159
SW Property Total,2024-06-03 00:00:00.000,11674
SW Property Total,2024-06-04 00:00:00.000,11746
SW Property Total,2024-06-05 00:00:00.000,11896
SW Property Total,2024-06-06 00:00:00.000,12028
SW Property Total,2024-06-07 00:00:00.000,11826
SW Property Total,2024-06-08 00:00:00.000,12785
SW Property Total,2024-06-09 00:00:00.000,13036
SW Property Total,2024-06-10 00:00:00.000,10532
SW Property Total,2024-06-11 00:00:00.000,10439
SW Property Total,2024-06-12 00:00:00.000,10620
SW Property Total,2024-06-13 00:00:00.000,11594
SW Property Total,2024-06-14 00:00:00.000,11696
SW Property Total,2024-06-15 00:00:00.000,12157
SW Property Total,2024-06-16 00:00:00.000,12055
SW Property Total,2024-06-17 00:00:00.000,11156
SW Property Total,2024-06-18 00:00:00.000,11098
SW Property Total,2024-06-19 00:00:00.000,11710
SW Property Total,2024-06-20 00:00:00.000,10952
SW Property Total,2024-06-21 00:00:00.000,11235
SW Property Total,2024-06-22 00:00:00.000,12244
SW Property Total,2024-06-23 00:00:00.000,12175
SW Property Total,2024-06-24 00:00:00.000,11686
SW Property Total,2024-06-25 00:00:00.000,11715
SW Property Total,2024-06-26 00:00:00.000,11825
SW Property Total,2024-06-27 00:00:00.000,11425
SW Property Total,2024-06-28 00:00:00.000,10492
SW Property Total,2024-06-29 00:00:00.000,12066
SW Property Total,2024-06-30 00:00:00.000,11735
SW Property Total,2024-07-01 00:00:00.000,10892
SW Property Total,2024-07-02 00:00:00.000,10217
SW Property Total,2024-07-03 00:00:00.000,10542
SW Property Total,2024-07-04 00:00:00.000,10316
SW Property Total,2024-07-05 00:00:00.000,10994
SW Property Total,2024-07-06 00:00:00.000,12193
SW Property Total,2024-07-07 00:00:00.000,11606
SW Property Total,2024-07-08 00:00:00.000,11224
SW Property Total,2024-07-09 00:00:00.000,11738
SW Property Total,2024-07-10 00:00:00.000,10969
SW Property Total,2024-07-11 00:00:00.000,11965
SW Property Total,2024-07-12 00:00:00.000,12301
SW Property Total,2024-07-13 00:00:00.000,13154
SW Property Total,2024-07-14 00:00:00.000,12948
SW Property Total,2024-07-15 00:00:00.000,12560
SW Property Total,2024-07-16 00:00:00.000,13150
SW Property Total,2024-07-17 00:00:00.000,12721
SW Property Total,2024-07-18 00:00:00.000,12697
SW Property Total,2024-07-19 00:00:00.000,13985
SW Property Total,2024-07-20 00:00:00.000,15069
SW Property Total,2024-07-21 00:00:00.000,13302
SW Property Total,2024-07-22 00:00:00.000,13131
SW Property Total,2024-07-23 00:00:00.000,13662
SW Property Total,2024-07-24 00:00:00.000,12862
SW Property Total,2024-07-25 00:00:00.000,12537
SW Property Total,2024-07-26 00:00:00.000,13123
SW Property Total,2024-07-27 00:00:00.000,13383
SW Property Total,2024-07-28 00:00:00.000,12048
SW Property Total,2024-07-29 00:00:00.000,11630
SW Property Total,2024-07-30 00:00:00.000,11952
SW Property Total,2024-07-31 00:00:00.000,12603
SW Property Total,2024-08-01 00:00:00.000,12992
SW Property Total,2024-08-02 00:00:00.000,13981
SW Property Total,2024-08-03 00:00:00.000,14756
SW Property Total,2024-08-04 00:00:00.000,14265
SW Property Total,2024-08-05 00:00:00.000,12802
SW Property Total,2024-08-06 00:00:00.000,12922
SW Property Total,2024-08-07 00:00:00.000,13859
SW Property Total,2024-08-08 00:00:00.000,13286
SW Property Total,2024-08-09 00:00:00.000,13485
SW Property Total,2024-08-10 00:00:00.000,14377
SW Property Total,2024-08-11 00:00:00.000,14118
SW Property Total,2024-08-12 00:00:00.000,13527
SW Property Total,2024-08-13 00:00:00.000,13726
SW Property Total,2024-08-14 00:00:00.000,13503
SW Property Total,2024-08-15 00:00:00.000,11708
SW Property Total,2024-08-16 00:00:00.000,13799
SW Property Total,2024-08-17 00:00:00.000,12868
SW Property Total,2024-08-18 00:00:00.000,12013
SW Property Total,2024-08-19 00:00:00.000,12808
SW Property Total,2024-08-20 00:00:00.000,12435
SW Property Total,2024-08-21 00:00:00.000,13006
SW Property Total,2024-08-22 00:00:00.000,12802
SW Property Total,2024-08-23 00:00:00.000,13153
SW Property Total,2024-08-24 00:00:00.000,14276
SW Property Total,2024-08-25 00:00:00.000,13414
SW Property Total,2024-08-26 00:00:00.000,13525
SW Property Total,2024-08-27 00:00:00.000,12823
SW Property Total,2024-08-28 00:00:00.000,12541
SW Property Total,2024-08-29 00:00:00.000,12136
SW Property Total,2024-08-30 00:00:00.000,12316
SW Property Total,2024-08-31 00:00:00.000,11655
SW Property Total,2024-09-01 00:00:00.000,11033
SW Property Total,2024-09-02 00:00:00.000,12113
SW Property Total,2024-09-03 00:00:00.000,12464
SW Property Total,2024-09-04 00:00:00.000,12269
SW Property Total,2024-09-05 00:00:00.000,12602
SW Property Total,2024-09-06 00:00:00.000,12451
SW Property Total,2024-09-07 00:00:00.000,11372
SW Property Total,2024-09-08 00:00:00.000,11802
SW Property Total,2024-09-09 00:00:00.000,11715
SW Property Total,2024-09-10 00:00:00.000,12395
SW Property Total,2024-09-11 00:00:00.000,11715
SW Property Total,2024-09-12 00:00:00.000,12934
SW Property Total,2024-09-13 00:00:00.000,12356
SW Property Total,2024-09-14 00:00:00.000,13319
SW Property Total,2024-09-15 00:00:00.000,12699
SW Property Total,2024-09-16 00:00:00.000,10955
SW Property Total,2024-09-17 00:00:00.000,9667
SW Property Total,2024-09-18 00:00:00.000,9630
SW Property Total,2024-09-19 00:00:00.000,10439
SW Property Total,2024-09-20 00:00:00.000,12593
SW Property Total,2024-09-21 00:00:00.000,12583
SW Property Total,2024-09-22 00:00:00.000,11653
SW Property Total,2024-09-23 00:00:00.000,11562
SW Property Total,2024-09-24 00:00:00.000,12860
SW Property Total,2024-09-25 00:00:00.000,13146
SW Property Total,2024-09-26 00:00:00.000,12222
SW Property Total,2024-09-27 00:00:00.000,12857
SW Property Total,2024-09-28 00:00:00.000,13995
SW Property Total,2024-09-29 00:00:00.000,12123
SW Property Total,2024-09-30 00:00:00.000,13513
SW Property Total,2024-10-01 00:00:00.000,16650
SW Property Total,2024-10-02 00:00:00.000,17014
SW Property Total,2024-10-03 00:00:00.000,17607
SW Property Total,2024-10-04 00:00:00.000,16138
SW Property Total,2024-10-05 00:00:00.000,15039
SW Property Total,2024-10-06 00:00:00.000,13866
SW Property Total,2024-10-07 00:00:00.000,11150
SW Property Total,2024-10-08 00:00:00.000,11156
SW Property Total,2024-10-09 00:00:00.000,11674
SW Property Total,2024-10-10 00:00:00.000,11982
SW Property Total,2024-10-11 00:00:00.000,12864
SW Property Total,2024-10-12 00:00:00.000,11633
SW Property Total,2024-10-13 00:00:00.000,12085
SW Property Total,2024-10-14 00:00:00.000,13100
SW Property Total,2024-10-15 00:00:00.000,14784
SW Property Total,2024-10-16 00:00:00.000,13846
SW Property Total,2024-10-17 00:00:00.000,13400
SW Property Total,2024-10-18 00:00:00.000,13821
SW Property Total,2024-10-19 00:00:00.000,14141
SW Property Total,2024-10-20 00:00:00.000,12986
SW Property Total,2024-10-21 00:00:00.000,12227
SW Property Total,2024-10-22 00:00:00.000,12192
SW Property Total,2024-10-23 00:00:00.000,12687
SW Property Total,2024-10-24 00:00:00.000,11123
SW Property Total,2024-10-25 00:00:00.000,12257
SW Property Total,2024-10-26 00:00:00.000,12409
SW Property Total,2024-10-27 00:00:00.000,12358
SW Property Total,2024-10-28 00:00:00.000,11721
SW Property Total,2024-10-29 00:00:00.000,11465
SW Property Total,2024-10-30 00:00:00.000,11308
SW Property Total,2024-10-31 00:00:00.000,11468
SW Property Total,2024-11-01 00:00:00.000,10855
SW Property Total,2024-11-02 00:00:00.000,12039
SW Property Total,2024-11-03 00:00:00.000,11537
SW Property Total,2024-11-04 00:00:00.000,12011
SW Property Total,2024-11-05 00:00:00.000,11614
SW Property Total,2024-11-06 00:00:00.000,11813
SW Property Total,2024-11-07 00:00:00.000,12847
SW Property Total,2024-11-08 00:00:00.000,12974
SW Property Total,2024-11-09 00:00:00.000,12776
SW Property Total,2024-11-10 00:00:00.000,12019
SW Property Total,2024-11-11 00:00:00.000,11837
SW Property Total,2024-11-12 00:00:00.000,11829
SW Property Total,2024-11-13 00:00:00.000,10908
SW Property Total,2024-11-14 00:00:00.000,11231
SW Property Total,2024-11-15 00:00:00.000,12092
SW Property Total,2024-11-16 00:00:00.000,13230
SW Property Total,2024-11-17 00:00:00.000,11673
SW Property Total,2024-11-18 00:00:00.000,11420
SW Property Total,2024-11-19 00:00:00.000,10426
SW Property Total,2024-11-20 00:00:00.000,12049
SW Property Total,2024-11-21 00:00:00.000,11965
SW Property Total,2024-11-22 00:00:00.000,11789
SW Property Total,2024-11-23 00:00:00.000,13119
SW Property Total,2024-11-24 00:00:00.000,11167
SW Property Total,2024-11-25 00:00:00.000,10263
SW Property Total,2024-11-26 00:00:00.000,11542
SW Property Total,2024-11-27 00:00:00.000,11560
SW Property Total,2024-11-28 00:00:00.000,10458
SW Property Total,2024-11-29 00:00:00.000,11772
SW Property Total,2024-11-30 00:00:00.000,12245
SW Property Total,2024-12-01 00:00:00.000,11931
SW Property Total,2024-12-02 00:00:00.000,12179
SW Property Total,2024-12-03 00:00:00.000,11636
SW Property Total,2024-12-04 00:00:00.000,12237
SW Property Total,2024-12-05 00:00:00.000,12530
SW Property Total,2024-12-06 00:00:00.000,13171
SW Property Total,2024-12-07 00:00:00.000,13964
SW Property Total,2024-12-08 00:00:00.000,11729
SW Property Total,2024-12-09 00:00:00.000,11194
SW Property Total,2024-12-10 00:00:00.000,12662
SW Property Total,2024-12-11 00:00:00.000,11900
SW Property Total,2024-12-12 00:00:00.000,12649
SW Property Total,2024-12-13 00:00:00.000,11911
SW Property Total,2024-12-14 00:00:00.000,12530
SW Property Total,2024-12-15 00:00:00.000,11311
SW Property Total,2024-12-16 00:00:00.000,9821
SW Property Total,2024-12-17 00:00:00.000,10779
SW Property Total,2024-12-18 00:00:00.000,10574
SW Property Total,2024-12-19 00:00:00.000,10326
SW Property Total,2024-12-20 00:00:00.000,9669
SW Property Total,2024-12-21 00:00:00.000,9375
SW Property Total,2024-12-22 00:00:00.000,10517
SW Property Total,2024-12-23 00:00:00.000,10573
SW Property Total,2024-12-24 00:00:00.000,13016
SW Property Total,2024-12-25 00:00:00.000,12766
SW Property Total,2024-12-26 00:00:00.000,12347
SW Property Total,2024-12-27 00:00:00.000,12451
SW Property Total,2024-12-28 00:00:00.000,14462
SW Property Total,2024-12-29 00:00:00.000,12970
SW Property Total,2024-12-30 00:00:00.000,11771
SW Property Total,2024-12-31 00:00:00.000,13618
SW Property Total,2025-01-01 00:00:00.000,12843
SW Property Total,2025-01-02 00:00:00.000,11879
SW Property Total,2025-01-03 00:00:00.000,12920
SW Property Total,2025-01-04 00:00:00.000,13376
SW Property Total,2025-01-05 00:00:00.000,12632
SW Property Total,2025-01-06 00:00:00.000,12238
SW Property Total,2025-01-07 00:00:00.000,12559
SW Property Total,2025-01-08 00:00:00.000,12985
SW Property Total,2025-01-09 00:00:00.000,13630
SW Property Total,2025-01-10 00:00:00.000,13131
SW Property Total,2025-01-11 00:00:00.000,12474
SW Property Total,2025-01-12 00:00:00.000,11023
SW Property Total,2025-01-13 00:00:00.000,11192
SW Property Total,2025-01-14 00:00:00.000,10886
SW Property Total,2025-01-15 00:00:00.000,12427
SW Property Total,2025-01-16 00:00:00.000,12494
SW Property Total,2025-01-17 00:00:00.000,12764
SW Property Total,2025-01-18 00:00:00.000,13712
SW Property Total,2025-01-19 00:00:00.000,12380
SW Property Total,2025-01-20 00:00:00.000,11361
SW Property Total,2025-01-21 00:00:00.000,11207
SW Property Total,2025-01-22 00:00:00.000,11506
SW Property Total,2025-01-23 00:00:00.000,11192
SW Property Total,2025-01-24 00:00:00.000,11028
SW Property Total,2025-01-25 00:00:00.000,10519
SW Property Total,2025-01-26 00:00:00.000,9644
SW Property Total,2025-01-27 00:00:00.000,8816
SW Property Total,2025-01-28 00:00:00.000,9935
SW Property Total,2025-01-29 00:00:00.000,12217
SW Property Total,2025-01-30 00:00:00.000,13422
SW Property Total,2025-01-31 00:00:00.000,16042
SW Property Total,2025-02-01 00:00:00.000,15185
SW Property Total,2025-02-02 00:00:00.000,14633
SW Property Total,2025-02-03 00:00:00.000,13216
SW Property Total,2025-02-04 00:00:00.000,11407
SW Property Total,2025-02-05 00:00:00.000,11088
SW Property Total,2025-02-06 00:00:00.000,12213
SW Property Total,2025-02-07 00:00:00.000,11714
SW Property Total,2025-02-08 00:00:00.000,11839
SW Property Total,2025-02-09 00:00:00.000,11652
SW Property Total,2025-02-10 00:00:00.000,12214
SW Property Total,2025-02-11 00:00:00.000,11123
SW Property Total,2025-02-12 00:00:00.000,10879
SW Property Total,2025-02-13 00:00:00.000,12115
SW Property Total,2025-02-14 00:00:00.000,12958
SW Property Total,2025-02-15 00:00:00.000,14668
SW Property Total,2025-02-16 00:00:00.000,13795
SW Property Total,2025-02-17 00:00:00.000,12843
SW Property Total,2025-02-18 00:00:00.000,14569
SW Property Total,2025-02-19 00:00:00.000,13959
SW Property Total,2025-02-20 00:00:00.000,13791
SW Property Total,2025-02-21 00:00:00.000,12468
SW Property Total,2025-02-22 00:00:00.000,13400
SW Property Total,2025-02-23 00:00:00.000,12689
SW Property Total,2025-02-24 00:00:00.000,12200
SW Property Total,2025-02-25 00:00:00.000,13082
SW Property Total,2025-02-26 00:00:00.000,13109
SW Property Total,2025-02-27 00:00:00.000,12214
SW Property Total,2025-02-28 00:00:00.000,12788
SW Property Total,2025-03-01 00:00:00.000,13153
SW Property Total,2025-03-02 00:00:00.000,12121
SW Property Total,2025-03-03 00:00:00.000,12183
SW Property Total,2025-03-04 00:00:00.000,12028
SW Property Total,2025-03-05 00:00:00.000,12984
SW Property Total,2025-03-06 00:00:00.000,12701
SW Property Total,2025-03-07 00:00:00.000,12541
SW Property Total,2025-03-08 00:00:00.000,13727
SW Property Total,2025-03-09 00:00:00.000,13627
SW Property Total,2025-03-10 00:00:00.000,12544
SW Property Total,2025-03-11 00:00:00.000,12625
SW Property Total,2025-03-12 00:00:00.000,14574
SW Property Total,2025-03-13 00:00:00.000,14502
SW Property Total,2025-03-14 00:00:00.000,14393
SW Property Total,2025-03-15 00:00:00.000,14978
SW Property Total,2025-03-16 00:00:00.000,12696
SW Property Total,2025-03-17 00:00:00.000,12438
SW Property Total,2025-03-18 00:00:00.000,12623
SW Property Total,2025-03-19 00:00:00.000,13067
SW Property Total,2025-03-20 00:00:00.000,13554
SW Property Total,2025-03-21 00:00:00.000,12894
SW Property Total,2025-03-22 00:00:00.000,13427
SW Property Total,2025-03-23 00:00:00.000,12490
SW Property Total,2025-03-24 00:00:00.000,12476
SW Property Total,2025-03-25 00:00:00.000,11767
SW Property Total,2025-03-26 00:00:00.000,12888
SW Property Total,2025-03-27 00:00:00.000,12405
SW Property Total,2025-03-28 00:00:00.000,11792
SW Property Total,2025-03-29 00:00:00.000,12486
SW Property Total,2025-03-30 00:00:00.000,12600
SW Property Total,2025-03-31 00:00:00.000,11586
SW Property Total,2025-04-01 00:00:00.000,11395
SW Property Total,2025-04-02 00:00:00.000,10323
SW Property Total,2025-04-03 00:00:00.000,12378
SW Property Total,2025-04-04 00:00:00.000,12724
SW Property Total,2025-04-05 00:00:00.000,11021
SW Property Total,2025-04-06 00:00:00.000,11320
SW Property Total,2025-04-07 00:00:00.000,11872
SW Property Total,2025-04-08 00:00:00.000,12283
SW Property Total,2025-04-09 00:00:00.000,13403
SW Property Total,2025-04-10 00:00:00.000,12423
SW Property Total,2025-04-11 00:00:00.000,13281
SW Property Total,2025-04-12 00:00:00.000,12773
SW Property Total,2025-04-13 00:00:00.000,13337
SW Property Total,2025-04-14 00:00:00.000,12246
SW Property Total,2025-04-15 00:00:00.000,13681
SW Property Total,2025-04-16 00:00:00.000,14680
SW Property Total,2025-04-17 00:00:00.000,13668
SW Property Total,2025-04-18 00:00:00.000,14229
SW Property Total,2025-04-19 00:00:00.000,14557
SW Property Total,2025-04-20 00:00:00.000,14502
SW Property Total,2025-04-21 00:00:00.000,13001
SW Property Total,2025-04-22 00:00:00.000,13060
SW Property Total,2025-04-23 00:00:00.000,13479
SW Property Total,2025-04-24 00:00:00.000,13643
SW Property Total,2025-04-25 00:00:00.000,13101
SW Property Total,2025-04-26 00:00:00.000,13836
SW Property Total,2025-04-27 00:00:00.000,14358
SW Property Total,2025-04-28 00:00:00.000,15274
SW Property Total,2025-04-29 00:00:00.000,13496
SW Property Total,2025-04-30 00:00:00.000,14675
SW Property Total,2025-05-01 00:00:00.000,17979
SW Property Total,2025-05-02 00:00:00.000,18591
SW Property Total,2025-05-03 00:00:00.000,17127
SW Property Total,2025-05-04 00:00:00.000,13424
SW Property Total,2025-05-05 00:00:00.000,11858
SW Property Total,2025-05-06 00:00:00.000,11383
SW Property Total,2025-05-07 00:00:00.000,11933
SW Property Total,2025-05-08 00:00:00.000,13064
SW Property Total,2025-05-09 00:00:00.000,12739
SW Property Total,2025-05-10 00:00:00.000,12668
SW Property Total,2025-05-11 00:00:00.000,13282
SW Property Total,2025-05-12 00:00:00.000,12061
SW Property Total,2025-05-13 00:00:00.000,13000
SW Property Total,2025-05-14 00:00:00.000,12945
SW Property Total,2025-05-15 00:00:00.000,12936
SW Property Total,2025-05-16 00:00:00.000,14004
SW Property Total,2025-05-17 00:00:00.000,13660
SW Property Total,2025-05-18 00:00:00.000,13648
SW Property Total,2025-05-19 00:00:00.000,13582
SW Property Total,2025-05-20 00:00:00.000,12910
SW Property Total,2025-05-21 00:00:00.000,14032
SW Property Total,2025-05-22 00:00:00.000,14549
SW Property Total,2025-05-23 00:00:00.000,13917
SW Property Total,2025-05-24 00:00:00.000,14031
SW Property Total,2025-05-25 00:00:00.000,13604
SW Property Total,2025-05-26 00:00:00.000,11524
SW Property Total,2025-05-27 00:00:00.000,12685
SW Property Total,2025-05-28 00:00:00.000,11841
SW Property Total,2025-05-29 00:00:00.000,11426
SW Property Total,2025-05-30 00:00:00.000,11542
SW Property Total,2025-05-31 00:00:00.000,11762
SW Property Total,2025-06-01 00:00:00.000,12773
SW Property Total,2025-06-02 00:00:00.000,11338
SW Property Total,2025-06-03 00:00:00.000,11634
SW Property Total,2025-06-04 00:00:00.000,11683
SW Property Total,2025-06-05 00:00:00.000,12272
SW Property Total,2025-06-06 00:00:00.000,12923
SW Property Total,2025-06-07 00:00:00.000,13102
SW Property Total,2025-06-08 00:00:00.000,12953
SW Property Total,2025-06-09 00:00:00.000,11826
SW Property Total,2025-06-10 00:00:00.000,13083
SW Property Total,2025-06-11 00:00:00.000,12005
SW Property Total,2025-06-12 00:00:00.000,12442
SW Property Total,2025-06-13 00:00:00.000,12933
SW Property Total,2025-06-14 00:00:00.000,11630
SW Property Total,2025-06-15 00:00:00.000,12471
SW Property Total,2025-06-16 00:00:00.000,12474
SW Property Total,2025-06-17 00:00:00.000,12346
SW Property Total,2025-06-18 00:00:00.000,12561
SW Property Total,2025-06-19 00:00:00.000,13829
SW Property Total,2025-06-20 00:00:00.000,13607
SW Property Total,2025-06-21 00:00:00.000,14297
SW Property Total,2025-06-22 00:00:00.000,13207
